Name,Category Main,Category Sub,Price,Unit,Image URL,Local Image,URL,Error
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/rau-den,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/rau-den-500g,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/rau-den-1kg,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/rau-den-300g,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/rau-den-hop-6,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/rau-den-lon-330ml,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/rau-den-chai-1-5l,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/xa-lach,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/xa-lach-500g,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/xa-lach-1kg,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/xa-lach-300g,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/xa-lach-hop-6,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/xa-lach-lon-330ml,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/xa-lach-chai-1-5l,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/cu-cai,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/cu-cai-500g,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/cu-cai-1kg,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/cu-cai-300g,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/cu-cai-hop-6,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/cu-cai-lon-330ml,
N/A,,rau,,,,,https://www.bachhoaxanh.com/rau/cu-cai-chai-1-5l,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-st25,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-st25-500g,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-st25-1kg,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-st25-300g,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-st25-hop-6,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-st25-lon-330ml,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-st25-chai-1-5l,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-jasmine,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-jasmine-500g,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-jasmine-1kg,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-jasmine-300g,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-jasmine-hop-6,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-jasmine-lon-330ml,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-jasmine-chai-1-5l,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-thom,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-thom-500g,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-thom-1kg,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-thom-300g,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-thom-hop-6,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-thom-lon-330ml,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-thom-chai-1-5l,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-tam,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-tam-500g,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-tam-1kg,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-tam-300g,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-tam-hop-6,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-tam-lon-330ml,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/gao-tam-chai-1-5l,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/nep-than,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/nep-than-500g,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/nep-than-1kg,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/nep-than-300g,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/nep-than-hop-6,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/nep-than-lon-330ml,
N/A,,gao,,,,,https://www.bachhoaxanh.com/gao/nep-than-chai-1-5l,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-simply,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-simply-500g,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-simply-1kg,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-simply-300g,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-simply-hop-6,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-simply-lon-330ml,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-simply-chai-1-5l,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-neptune,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-neptune-500g,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-neptune-1kg,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-neptune-300g,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-neptune-hop-6,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-neptune-lon-330ml,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-an-neptune-chai-1-5l,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-oliu,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-oliu-500g,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-oliu-1kg,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-oliu-300g,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-oliu-hop-6,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-oliu-lon-330ml,
N/A,,dau-an,,,,,https://www.bachhoaxanh.com/dau-an/dau-oliu-chai-1-5l,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/coca-cola,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/coca-cola-500g,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/coca-cola-1kg,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/coca-cola-300g,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/coca-cola-hop-6,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/coca-cola-lon-330ml,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/coca-cola-chai-1-5l,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/pepsi,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/pepsi-500g,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/pepsi-1kg,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/pepsi-300g,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/pepsi-hop-6,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/pepsi-lon-330ml,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/pepsi-chai-1-5l,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/sting,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/sting-500g,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/sting-1kg,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/sting-300g,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/sting-hop-6,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/sting-lon-330ml,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/sting-chai-1-5l,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/revive,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/revive-500g,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/revive-1kg,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/revive-300g,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/revive-hop-6,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/revive-lon-330ml,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/revive-chai-1-5l,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/7up,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/7up-500g,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/7up-1kg,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/7up-300g,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/7up-hop-6,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/7up-lon-330ml,
N/A,,nuoc-ngot,,,,,https://www.bachhoaxanh.com/nuoc-ngot/7up-chai-1-5l,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/vinamilk,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/vinamilk-500g,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/vinamilk-1kg,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/vinamilk-300g,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/vinamilk-hop-6,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/vinamilk-lon-330ml,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/vinamilk-chai-1-5l,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/th-true-milk,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/th-true-milk-500g,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/th-true-milk-1kg,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/th-true-milk-300g,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/th-true-milk-hop-6,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/th-true-milk-lon-330ml,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/th-true-milk-chai-1-5l,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/dutch-lady,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/dutch-lady-500g,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/dutch-lady-1kg,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/dutch-lady-300g,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/dutch-lady-hop-6,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/dutch-lady-lon-330ml,
N/A,,sua-tuoi,,,,,https://www.bachhoaxanh.com/sua-tuoi/dutch-lady-chai-1-5l,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-hao-hao,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-hao-hao-500g,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-hao-hao-1kg,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-hao-hao-300g,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-hao-hao-hop-6,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-hao-hao-lon-330ml,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-hao-hao-chai-1-5l,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-omachi,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-omachi-500g,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-omachi-1kg,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-omachi-300g,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-omachi-hop-6,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-omachi-lon-330ml,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-omachi-chai-1-5l,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-kokomi,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-kokomi-500g,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-kokomi-1kg,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-kokomi-300g,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-kokomi-hop-6,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-kokomi-lon-330ml,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-kokomi-chai-1-5l,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-3-mien,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-3-mien-500g,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-3-mien-1kg,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-3-mien-300g,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-3-mien-hop-6,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-3-mien-lon-330ml,
N/A,,mi-an-lien,,,,,https://www.bachhoaxanh.com/mi-an-lien/mi-3-mien-chai-1-5l,
