name,category_main,category_sub,price_text,price_value,old_price_text,old_price_value,unit,discount_percent,sku_or_code,product_url,image_url,local_image_path,description,source,error_note
"Combo 2 hộp trứng gà hộp 10 quả (giao ngẫu nhiên thương hiệu)","Thịt, cá, trứng, hải sản","Trứng gà, vịt, cút","64.000₫","64000","","","2 hộp","","","https://www.bachhoaxanh.com/trung/2-hop-trung-ga-hop-10-qua-giao-ngau-nhien-thuong-hieu","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8783/358218/bhx/2-hop-trung-ga-hop-10-qua-giao-ngau-nhien-thuong-hieu_202510210955036207.jpg","assets\bhx-images\combo-2-hop-trung-ga-hop-10-qua-giao-ngau-nhien-thuong-hieu.jpg","","bachhoaxanh.com",""
"Trứng vịt hộp 10 quả từ 600g-700g (giao ngẫu nhiên thương hiệu)","Thịt, cá, trứng, hải sản","Trứng gà, vịt, cút","38.000₫","38000","","","10 quả","","","https://www.bachhoaxanh.com/trung/trung-vit-hop-10-qua","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8783/311102/bhx/trung-vit-hop-10-qua_202509301122002833.jpg","assets\bhx-images\trung-vit-hop-10-qua-tu-600g-700g-giao-ngau-nhien-thuong-hieu.jpg","","bachhoaxanh.com",""
"Trứng cút hộp 30 quả từ 300g-360g (giao ngẫu nhiên thương hiệu)","Thịt, cá, trứng, hải sản","Trứng gà, vịt, cút","27.000₫","27000","","","30 quả","","","https://www.bachhoaxanh.com/trung/trung-cut-hop-30","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8783/311101/bhx/trung-cut-hop-30_202509301108172327.jpg","assets\bhx-images\trung-cut-hop-30-qua-tu-300g-360g-giao-ngau-nhien-thuong-hieu.jpg","","bachhoaxanh.com",""
"Trứng gà hộp 10 quả (giao ngẫu nhiên thương hiệu)","Thịt, cá, trứng, hải sản","Trứng gà, vịt, cút","34.000₫","34000","","","10 quả","","","https://www.bachhoaxanh.com/trung/hop-10-trung-ga-tuoi-tfood","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8783/228775/bhx/hop-10-trung-ga-tuoi-tfood_202509301104427641.jpg","assets\bhx-images\trung-ga-hop-10-qua-giao-ngau-nhien-thuong-hieu.jpg","","bachhoaxanh.com",""
"Trứng gà ta hộp 6 quả từ 180g-210g (giao ngẫu nhiên thương hiệu)","Thịt, cá, trứng, hải sản","Trứng gà, vịt, cút","27.000₫","27000","","","6 quả","","","https://www.bachhoaxanh.com/trung/trung-ga-ta-hop-6-qua","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8783/311111/bhx/trung-ga-ta-hop-6-qua_202509301124032388.jpg","assets\bhx-images\trung-ga-ta-hop-6-qua-tu-180g-210g-giao-ngau-nhien-thuong-hieu.jpg","","bachhoaxanh.com",""
"Trứng vịt muối hộp 4 quả từ 240g-280g (giao ngẫu nhiên thương hiệu)","Thịt, cá, trứng, hải sản","Trứng gà, vịt, cút","27.000₫","27000","","","4 quả","","","https://www.bachhoaxanh.com/trung/trung-vit-muoi-hop-4-qua","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8783/311104/bhx/trung-vit-muoi-hop-4-qua_202509301122556681.jpg","assets\bhx-images\trung-vit-muoi-hop-4-qua-tu-240g-280g-giao-ngau-nhien-thuong-hieu.jpg","","bachhoaxanh.com",""
"Trứng vịt bắc thảo hộp 4 quả từ 240g-280g (giao ngẫu nhiên thương hiệu)","Thịt, cá, trứng, hải sản","Trứng gà, vịt, cút","27.000₫","27000","","","4 quả","","","https://www.bachhoaxanh.com/trung/trung-vit-bac-thao-hop-4-qua","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8783/311103/bhx/trung-vit-bac-thao-hop-4-qua_202509301122330423.jpg","assets\bhx-images\trung-vit-bac-thao-hop-4-qua-tu-240g-280g-giao-ngau-nhien-thuong-hieu.jpg","","bachhoaxanh.com",""
"Chuối già giống Nam Mỹ 1kg (trái từ 120-220g)","Rau, củ, nấm, trái cây","Trái cây","24.000₫","24000","","","1kg","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/chuoi-gia-giong-nam-my-1kg","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/313132/bhx/chuoi-gia-giong-nam-my-1kg_202512031458452979.jpg","assets\bhx-images\chuoi-gia-giong-nam-my-1kg-trai-tu-120-220g.jpg","","bachhoaxanh.com",""
"Táo Gala mini nhập khẩu Mỹ túi lớn 8 trái","Rau, củ, nấm, trái cây","Trái cây","42.000₫","42000","","","","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/tao-gala-mini-tui-8-trai","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/337376/bhx/tao-gala-mini-nhap-khau-my-3-1_202510291404363198.jpg","assets\bhx-images\tao-gala-mini-nhap-khau-my-tui-lon-8-trai.jpg","","bachhoaxanh.com",""
"Ổi Đài Loan 1kg (trái từ 220g)","Rau, củ, nấm, trái cây","Trái cây","13.500₫","13500","","","1kg","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/oi-dai-loan-tui-1kg","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/226921/bhx/oi-dai-loan-tui-1kg_202511031551328365.jpg","assets\bhx-images\oi-dai-loan-1kg-trai-tu-220g.jpg","","bachhoaxanh.com",""
"2 hộp nho mẫu đơn nội địa Trung 500g","Rau, củ, nấm, trái cây","Trái cây","95.000₫","95000","","","2 hộp","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/2-hop-nho-mau-don-noi-dia-trung-500g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/342371/bhx/2-hop-nho-mau-don-noi-dia-trung_202510291314406981.jpg","assets\bhx-images\2-hop-nho-mau-don-noi-dia-trung-500g.jpg","","bachhoaxanh.com",""
"Cam sành 5kg (trái từ 130g trở lên)","Rau, củ, nấm, trái cây","Trái cây","53.000₫","53000","","","5kg","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/cam-sanh-5kg-trai-tu-130g-tro-len","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/358219/bhx/cam-sanh-5kg-trai-tu-130g-tro-len_202510211011044800.jpg","assets\bhx-images\cam-sanh-5kg-trai-tu-130g-tro-len.jpg","","bachhoaxanh.com",""
"Lê đường nội địa Trung 1kg trái từ 200g","Rau, củ, nấm, trái cây","Trái cây","39.000₫","39000","","","1kg","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/le-duong-hop-1kg","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/223091/bhx/le-duong-nhap-khau-trung-quoc_202512031510049116.jpg","assets\bhx-images\le-duong-noi-dia-trung-1kg-trai-tu-200g.jpg","","bachhoaxanh.com",""
"Cam sành trái từ 130g trở lên","Rau, củ, nấm, trái cây","Trái cây","7.500₫","7500","","","130g","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/cam-sanh","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/321604/bhx/cam-sanh_202510221511128369.jpg","assets\bhx-images\cam-sanh-trai-tu-130g-tro-len.jpg","","bachhoaxanh.com",""
"Quýt mini nhập khẩu nội địa Trung (trái từ 10-20g)","Rau, củ, nấm, trái cây","Trái cây","22.500₫","22500","","","20g","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/quyt-mini-nhap-khau-trung-quoc-hop-1kg-khoang-20-trai","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/231363/bhx/quyt-mini-noi-dia-trung-2_202512031507250248.jpg","assets\bhx-images\quyt-mini-nhap-khau-noi-dia-trung-trai-tu-10-20g.jpg","","bachhoaxanh.com",""
"Quýt mini nhập khẩu nội địa Trung 1kg (trái từ 10-20g)","Rau, củ, nấm, trái cây","Trái cây","39.000₫","39000","","","1kg","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/quyt-mini-tui-500g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/223036/bhx/quyt-mini-noi-dia-trung-2_202512031507295855.jpg","assets\bhx-images\quyt-mini-nhap-khau-noi-dia-trung-1kg-trai-tu-10-20g.jpg","","bachhoaxanh.com",""
"Nho mẫu đơn nội địa Trung 500g","Rau, củ, nấm, trái cây","Trái cây","49.000₫","49000","","","500g","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/nho-mau-don-noi-dia-trung-500g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/312875/bhx/nho-mau-don-noi-dia-trung_202510291307224156.jpg","assets\bhx-images\nho-mau-don-noi-dia-trung-500g.jpg","","bachhoaxanh.com",""
"Dưa hấu ruột đỏ trái 2kg-2.2kg","Rau, củ, nấm, trái cây","Trái cây","31.000₫","31000","","","2kg","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/dua-hau-ruot-do-tui-2kg","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/283839/bhx/dua-hau-ruot-do-tui-2kg_202512090848523437.jpg","assets\bhx-images\dua-hau-ruot-do-trai-2kg-2-2kg.jpg","","bachhoaxanh.com",""
"Chuối già giống Nam Mỹ (trái từ 120-220g)","Rau, củ, nấm, trái cây","Trái cây","16.000₫","16000","","","220g","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/chuoi-gia-giong-nam-my","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/228923/bhx/chuoi-gia-giong-nam-my_202512031458490151.jpg","assets\bhx-images\chuoi-gia-giong-nam-my-trai-tu-120-220g.jpg","","bachhoaxanh.com",""
"Lê đường nội địa Trung (trái từ 200g trở lên)","Rau, củ, nấm, trái cây","Trái cây","32.400₫","32400","","","200g","","","https://www.bachhoaxanh.com/trai-cay-tuoi-ngon/le-duong-nhap-khau-trung-quoc-1kg","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8788/234055/bhx/le-duong-noi-dia-trung-trai-tu-200g_202512031509586603.jpg","assets\bhx-images\le-duong-noi-dia-trung-trai-tu-200g-tro-len.jpg","","bachhoaxanh.com",""
"Rau lang 300g","Rau, củ, nấm, trái cây","Rau lá","16.900₫","16900","","","300g","","","https://www.bachhoaxanh.com/rau-sach/rau-lang-300g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8820/336819/bhx/336819optimized_202506131013250508.jpg","assets\bhx-images\rau-lang-300g.jpg","","bachhoaxanh.com",""
"Cải bẹ xanh 300gr","Rau, củ, nấm, trái cây","Rau lá","16.900₫","16900","","","300g","","","https://www.bachhoaxanh.com/rau-sach/cai-be-xanh-goi-400g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8820/335481/bhx/335481optimized_202506131008549842.jpg","assets\bhx-images\cai-be-xanh-300gr.jpg","","bachhoaxanh.com",""
"Cải thìa 300g","Rau, củ, nấm, trái cây","Rau lá","16.900₫","16900","","","300g","","","https://www.bachhoaxanh.com/rau-sach/cai-thia-da-lat-1kg","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8820/238556/bhx/thumb-cai-thia-tich-xanh_202507110937368060.jpg","assets\bhx-images\cai-thia-300g.jpg","","bachhoaxanh.com",""
"Rau dền 300g","Rau, củ, nấm, trái cây","Rau lá","16.900₫","16900","","","300g","","","https://www.bachhoaxanh.com/rau-sach/rau-den-baby-goi-300g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8820/223344/bhx/rau-den-baby-tick-xanh_202509050855212115.jpg","assets\bhx-images\rau-den-300g.jpg","","bachhoaxanh.com",""
"Rau muống hạt 300g","Rau, củ, nấm, trái cây","Rau lá","16.900₫","16900","","","300g","","","https://www.bachhoaxanh.com/rau-sach/rau-muong-hat-baby-goi-300g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8820/223334/bhx/223334optimized_202506131007534957.jpg","assets\bhx-images\rau-muong-hat-300g.jpg","","bachhoaxanh.com",""
"Cải ngồng 300g","Rau, củ, nấm, trái cây","Rau lá","16.900₫","16900","","","300g","","","https://www.bachhoaxanh.com/rau-sach/cai-ngong-tui-300g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8820/222865/bhx/222865optimized_202506131010469204.jpg","assets\bhx-images\cai-ngong-300g.jpg","","bachhoaxanh.com",""
"Cải ngọt 300gr","Rau, củ, nấm, trái cây","Rau lá","16.900₫","16900","","","300g","","","https://www.bachhoaxanh.com/rau-sach/cai-ngot-baby-goi-300g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8820/223330/bhx/223330optimized_202506131009251564.jpg","assets\bhx-images\cai-ngot-300gr.jpg","","bachhoaxanh.com",""
"Rau mồng tơi 300g","Rau, củ, nấm, trái cây","Rau lá","16.900₫","16900","","","300g","","","https://www.bachhoaxanh.com/rau-sach/rau-mong-toi-goi-300g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8820/298825/bhx/thumb-rau-mong-toi_202507110937552310.jpg","assets\bhx-images\rau-mong-toi-300g.jpg","","bachhoaxanh.com",""
"Cải bẹ dún 400g","Rau, củ, nấm, trái cây","Rau lá","16.900₫","16900","","","400g","","","https://www.bachhoaxanh.com/rau-sach/cai-be-dun-tui-400g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8820/222627/bhx/222627optimized_202506131011125546.jpg","assets\bhx-images\cai-be-dun-400g.jpg","","bachhoaxanh.com",""
"Giá mầm sạch khoảng 300g","Rau, củ, nấm, trái cây","Rau lá","10.500₫","10500","","","300g","","","https://www.bachhoaxanh.com/rau-sach/gia-mam-sach-khoang-300g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8820/342012/bhx/httpscdnv2tgddvnbhx-staticbhxproductsimages8820342012bhxhttpscdnv2tgddvnbhx-staticbhxproductsimages8820227717bhxthumb-gia-mam-tich-xanh202508040907463_202509300903521840.jpg","assets\bhx-images\gia-mam-sach-khoang-300g.jpg","","bachhoaxanh.com",""
"Khoai tây đông lạnh cắt thẳng (10mm) 350g","Rau, củ, nấm, trái cây","Củ, quả","19.000₫","19000","","","350g","","","https://www.bachhoaxanh.com/cu/khoai-tay-dong-lanh-cat-thang-10mm-meito-goi-350g","https://cdn.tgdd.vn/Products/Images/8785/320598/bhx/khoai-tay-dong-lanh-cat-thang-10mm-meito-goi-350g-202312301437113961.jpg","assets\bhx-images\khoai-tay-dong-lanh-cat-thang-10mm-350g.jpg","","bachhoaxanh.com",""
"Bí đỏ tròn 500g","Rau, củ, nấm, trái cây","Củ, quả","10.500₫","10500","","","500g","","","https://www.bachhoaxanh.com/cu/bi-do-tron-500g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8785/341597/bhx/bi-do-tron-500g_202507281639218906.jpg","assets\bhx-images\bi-do-tron-500g.jpg","","bachhoaxanh.com",""
"Bí đỏ tròn (1-2 miếng/kg)","Rau, củ, nấm, trái cây","Củ, quả","10.500₫","10500","","","","","","https://www.bachhoaxanh.com/cu/bi-do-tron-cat-san-1kg","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8785/230438/bhx/bi-do-tron-cat-san-1kg_202504140844256340.jpg","assets\bhx-images\bi-do-tron-1-2-mieng-kg.jpg","","bachhoaxanh.com",""
"Bắp mỹ (trái từ 300g trở lên) 3 trái","Rau, củ, nấm, trái cây","Củ, quả","22.500₫","22500","","","300g","","","https://www.bachhoaxanh.com/cu/bap-my-trai-tu-300g-tro-len-3-trai","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8785/358354/bhx/bap-my-trai-tu-300g-tro-len-3-trai_202510241003453573.jpg","assets\bhx-images\bap-my-trai-tu-300g-tro-len-3-trai.jpg","","bachhoaxanh.com",""
"Bầu sao 500g","Rau, củ, nấm, trái cây","Củ, quả","12.500₫","12500","","","500g","","","https://www.bachhoaxanh.com/cu/bau-sao-500g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8785/312963/bhx/bau-sao-500g_202507291538599036.jpg","assets\bhx-images\bau-sao-500g.jpg","","bachhoaxanh.com",""
"Dưa leo 1kg","Rau, củ, nấm, trái cây","Củ, quả","25.000₫","25000","","","1kg","","","https://www.bachhoaxanh.com/cu/dua-leo-tui-500g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8785/226881/bhx/dua-leo-tui-500g_202504140837248711.jpg","assets\bhx-images\dua-leo-1kg.jpg","","bachhoaxanh.com",""
"Bắp mỹ trái từ 300g trở lên","Rau, củ, nấm, trái cây","Củ, quả","10.000₫","10000","","","300g","","","https://www.bachhoaxanh.com/cu/bap-my-1-trai","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8785/241815/bhx/bap-my-1-trai_202504140933150847.jpg","assets\bhx-images\bap-my-trai-tu-300g-tro-len.jpg","","bachhoaxanh.com",""
"Bắp cải trắng bắp từ 700g trở lên","Rau, củ, nấm, trái cây","Củ, quả","26.400₫","26400","","","700g","","","https://www.bachhoaxanh.com/cu/bap-cai-trang-tui-1kg","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8785/234101/bhx/bap-cai-trang-tui-1kg_202505211032411439.jpg","assets\bhx-images\bap-cai-trang-bap-tu-700g-tro-len.jpg","","bachhoaxanh.com",""
"Khoai tây củ từ 130g trở lên","Rau, củ, nấm, trái cây","Củ, quả","15.000₫","15000","","","130g","","","https://www.bachhoaxanh.com/cu/khoai-tay-500g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8785/230468/bhx/khoai-tay-500g_202504241414094775.jpg","assets\bhx-images\khoai-tay-cu-tu-130g-tro-len.jpg","","bachhoaxanh.com",""
"Hành tây củ từ 100g trở lên","Rau, củ, nấm, trái cây","Củ, quả","17.500₫","17500","","","100g","","","https://www.bachhoaxanh.com/cu/hanh-tay-tui-1kg","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8785/273076/bhx/hanh-tay-tui-1kg_202505211031332338.jpg","assets\bhx-images\hanh-tay-cu-tu-100g-tro-len.jpg","","bachhoaxanh.com",""
"Bí đỏ hồ lô trái từ 750g - 1.4kg (1 trái)","Rau, củ, nấm, trái cây","Củ, quả","25.000₫","25000","","","750g","","","https://www.bachhoaxanh.com/cu/combo-2-bi-do-ho-lo-tui-700g-1-trai","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8785/278777/bhx/combo-2-bi-do-ho-lo-tui-700g-1-trai_202504140843112492.jpg","assets\bhx-images\bi-do-ho-lo-trai-tu-750g-1-4kg-1-trai.jpg","","bachhoaxanh.com",""
"Bí đỏ hồ lô (trái nhỏ)","Rau, củ, nấm, trái cây","Củ, quả","20.000₫","20000","","","","","","https://www.bachhoaxanh.com/cu/bi-do-ho-lo-tui-1kg","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8785/233887/bhx/bi-do-ho-lo-tui-1kg_202509111317287438.jpg","assets\bhx-images\bi-do-ho-lo-trai-nho.jpg","","bachhoaxanh.com",""
"Bí đỏ non trái 250g - 350g","Rau, củ, nấm, trái cây","Củ, quả","13.900₫","13900","","","250g","","","https://www.bachhoaxanh.com/cu/bi-do-non-trai-250g-350g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8785/316284/bhx/bi-do-non-trai-250g-350g_202504140843361004.jpg","assets\bhx-images\bi-do-non-trai-250g-350g.jpg","","bachhoaxanh.com",""
"Combo 3 gói nấm kim châm Thái Lan 150g","Rau, củ, nấm, trái cây","Nấm các loại","20.000₫","20000","","","3 g","","","https://www.bachhoaxanh.com/nam-tuoi/combo-3-goi-nam-kim-cham-thai-lan-150g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8779/357836/bhx/3-goi-nam-kim-cham-thai-lan_202510291503111954.jpg","assets\bhx-images\combo-3-goi-nam-kim-cham-thai-lan-150g.jpg","","bachhoaxanh.com",""
"3 gói nấm kim châm nội địa Trung 150g","Rau, củ, nấm, trái cây","Nấm các loại","20.000₫","20000","","","3 g","","","https://www.bachhoaxanh.com/nam-tuoi/3-goi-nam-kim-cham-noi-dia-trung-150g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8779/357837/bhx/3-goi-nam-kim-cham-noi-dia-trung-1_202510291501463434.jpg","assets\bhx-images\3-goi-nam-kim-cham-noi-dia-trung-150g.jpg","","bachhoaxanh.com",""
"2 gói nấm hải sản nội địa Trung 150g","Rau, củ, nấm, trái cây","Nấm các loại","25.000₫","25000","","","2 g","","","https://www.bachhoaxanh.com/nam-tuoi/2-goi-nam-hai-san-noi-dia-trung-150g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8779/357838/bhx/2-goi-nam-hai-san-noi-dia-trung-1_202510291502265091.jpg","assets\bhx-images\2-goi-nam-hai-san-noi-dia-trung-150g.jpg","","bachhoaxanh.com",""
"Nấm đùi gà baby nội địa Trung 200g","Rau, củ, nấm, trái cây","Nấm các loại","20.000₫","20000","","","200g","","","https://www.bachhoaxanh.com/nam-tuoi/nam-dui-ga-noi-dia-trung-200g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8779/226954/bhx/nam-dui-ga-baby-noi-dia-trung-1_202510291500360944.jpg","assets\bhx-images\nam-dui-ga-baby-noi-dia-trung-200g.jpg","","bachhoaxanh.com",""
"Nấm hương (nấm đông cô) 150g","Rau, củ, nấm, trái cây","Nấm các loại","27.000₫","27000","","","150g","","","https://www.bachhoaxanh.com/nam-tuoi/nam-huong-150gr","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8779/344634/bhx/nam-huong-150gr_202509060945419279.jpg","assets\bhx-images\nam-huong-nam-dong-co-150g.jpg","","bachhoaxanh.com",""
"Nấm hải sản nội địa Trung 150g","Rau, củ, nấm, trái cây","Nấm các loại","15.000₫","15000","","","150g","","","https://www.bachhoaxanh.com/nam-tuoi/nam-hai-san-trung-quoc-150g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8779/325726/bhx/nam-hai-san-noi-dia-trung_202510291504283382.jpg","assets\bhx-images\nam-hai-san-noi-dia-trung-150g.jpg","","bachhoaxanh.com",""
"Nấm kim châm nội địa Trung 150g","Rau, củ, nấm, trái cây","Nấm các loại","9.000₫","9000","","","150g","","","https://www.bachhoaxanh.com/nam-tuoi/nam-dui-ga-baby-400g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8779/309289/bhx/nam-kim-cham-noi-dia-trung_202510291506509122.jpg","assets\bhx-images\nam-kim-cham-noi-dia-trung-150g.jpg","","bachhoaxanh.com",""
"Nấm kim châm Thái Lan 150g","Rau, củ, nấm, trái cây","Nấm các loại","11.000₫","11000","","","150g","","","https://www.bachhoaxanh.com/nam-tuoi/nam-kim-cham-thai-lan-150g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8779/304603/bhx/nam-kim-cham-thai-lan_202510291507169749.jpg","assets\bhx-images\nam-kim-cham-thai-lan-150g.jpg","","bachhoaxanh.com",""
"Nấm lộc nhung 50g","Rau, củ, nấm, trái cây","Nấm các loại","35.000₫","35000","","","50g","","","https://www.bachhoaxanh.com/nam-tuoi/nam-loc-nhung-50g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8779/345538/bhx/nam-loc-nhung-50g_202509151009248768.jpg","assets\bhx-images\nam-loc-nhung-50g.jpg","","bachhoaxanh.com",""
"Nấm linh chi trắng nội địa Trung 150g","Rau, củ, nấm, trái cây","Nấm các loại","17.000₫","17000","","","150g","","","https://www.bachhoaxanh.com/nam-tuoi/nam-linh-chi-trang-trung-quoc-150g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8779/325742/bhx/nam-linh-chi-trang-noi-dia-trung-1_202510291505397458.jpg","assets\bhx-images\nam-linh-chi-trang-noi-dia-trung-150g.jpg","","bachhoaxanh.com",""
"Nấm linh chi nâu nội địa Trung 150g","Rau, củ, nấm, trái cây","Nấm các loại","17.000₫","17000","","","150g","","","https://www.bachhoaxanh.com/nam-tuoi/nam-linh-chi-nau-trung-quoc-150g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8779/325741/bhx/nam-linh-chi-nau-trung-quoc-150g_202510291504591630.jpg","assets\bhx-images\nam-linh-chi-nau-noi-dia-trung-150g.jpg","","bachhoaxanh.com",""
"Dầu olive cho bé Kiddy chai 250ml","Dầu ăn, nước chấm, gia vị","Dầu ăn","60.000₫","60000","","","250ml","-38%","","https://www.bachhoaxanh.com/dau-an/dau-olive-kiddy-250ml","https://cdn.tgdd.vn/Products/Images/2286/76285/bhx/dau-olive-cho-be-kiddy-chai-250ml-202407091410233119.jpg","assets\bhx-images\dau-olive-cho-be-kiddy-chai-250ml.jpg","","bachhoaxanh.com",""
"Dầu đậu nành 100% nguyên chất Tường An chai 400ml","Dầu ăn, nước chấm, gia vị","Dầu ăn","24.000₫","24000","","","400ml","","","https://www.bachhoaxanh.com/dau-an/dau-dau-nanh-100-nguyen-chat-tuong-an-chai-400ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2286/81168/bhx/81168-thumb-moi_202411071431463328.jpg","assets\bhx-images\dau-dau-nanh-100-nguyen-chat-tuong-an-chai-400ml.jpg","","bachhoaxanh.com",""
"Dầu thực vật Tường An Cooking Oil chai 400ml","Dầu ăn, nước chấm, gia vị","Dầu ăn","24.500₫","24500","","","400ml","","","https://www.bachhoaxanh.com/dau-an/dau-thuc-vat-tuong-an-cooking-oil-chai-400ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2286/85388/bhx/85388-thumb-moi_202411071423481298.jpg","assets\bhx-images\dau-thuc-vat-tuong-an-cooking-oil-chai-400ml.jpg","","bachhoaxanh.com",""
"Dầu thực vật tinh luyện Cái Lân can 2 lít","Dầu ăn, nước chấm, gia vị","Dầu ăn","60.000₫","60000","","","2 l","","","https://www.bachhoaxanh.com/dau-an/dau-thuc-vat-tinh-luyen-cai-lan-can-2-lit","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2286/76154/bhx/76154-thumb-moi_202411071436378543.jpg","assets\bhx-images\dau-thuc-vat-tinh-luyen-cai-lan-can-2-lit.jpg","","bachhoaxanh.com",""
